5,6,7,12,14,18,25,38
8,16,24,27,30,38,40,18
12,18,22,24,28,43,49,21
6,8,15,20,30,32,42,17
2,3,8,13,18,20,23,10
6,11,12,14,35,43,44,42
4,14,24,41,43,46,49,1
4,15,21,30,33,35,47,28
11,17,18,20,22,29,45,27
1,2,3,17,24,35,36,30
4,13,23,28,32,40,42,12
3,7,8,12,18,24,41,1
17,22,28,38,41,43,45,5
15,18,20,28,29,40,47,38
2,9,10,15,29,44,48,22
2,7,14,16,22,27,47,25
8,11,12,25,28,30,33,16
8,21,28,32,33,34,48,38
5,9,19,20,21,28,30,36
7,12,14,18,30,45,47,20
7,8,14,32,38,42,44,30
6,19,24,25,26,35,36,23
1,13,20,24,39,45,47,25
7,19,34,35,38,42,46,11
3,12,14,15,25,32,49,37
13,18,25,41,44,48,49,1
5,6,11,12,24,26,34,49
1,4,22,25,26,36,46,5
2,5,10,21,25,35,49,40
2,3,4,20,22,40,43,9
3,18,27,29,32,33,35,47
3,14,19,30,32,39,46,8
3,7,12,16,20,42,48,31
4,6,13,19,26,29,47,43
1,3,13,18,19,39,48,40
7,10,14,20,21,23,31,41
2,18,19,29,42,47,49,17
2,6,10,12,24,30,37,3
2,10,13,15,23,28,49,40
1,9,25,28,32,41,48,12
7,8,17,18,20,40,41,33
3,6,10,33,39,48,49,18
5,11,22,29,38,42,49,33
3,10,13,23,31,41,45,33
6,8,10,17,28,29,38,34
1,5,9,19,27,35,48,30
8,9,11,22,24,42,46,13
1,2,5,26,29,36,47,13
3,4,20,25,30,35,48,23
1,2,3,15,22,37,41,6
5,7,12,15,35,45,47,40
1,12,23,27,30,31,37,33
5,6,32,33,39,42,47,9
7,8,10,11,19,34,45,44
2,27,30,31,37,46,47,21
11,14,18,20,37,41,46,8
5,12,13,28,33,37,43,44
2,3,5,22,23,32,33,8
18,19,22,27,29,36,47,25
2,15,18,19,22,27,49,40
1,2,18,26,27,39,42,33
2,20,25,26,46,47,48,44
4,7,29,35,39,43,44,46
3,13,14,23,33,36,45,7
14,26,31,34,37,45,48,38
10,14,20,28,35,40,42,44
1,12,20,22,30,34,38,33
8,11,20,28,36,43,47,18
9,10,16,24,26,44,48,27
4,7,13,24,26,27,43,41
1,2,3,6,12,20,41,10
3,4,13,15,21,29,48,26
1,6,7,24,31,36,39,26
3,5,6,25,37,43,45,21
3,23,28,40,42,43,45,17
14,15,16,19,30,36,46,42
2,6,11,12,16,39,45,3
15,18,19,25,32,42,49,43
3,11,12,19,35,45,47,13
6,18,21,23,24,32,48,47
5,7,18,24,28,41,49,26
7,18,19,29,39,47,48,32
4,13,14,15,34,46,47,49
6,17,23,24,25,31,38,7
1,15,26,28,31,39,49,18
1,5,25,35,38,44,47,39
2,8,12,14,33,37,47,46
8,24,28,34,37,43,45,21
9,15,21,23,41,43,44,46
6,15,18,26,41,46,48,27
1,2,8,13,22,45,46,48
1,6,9,11,17,37,39,32
2,13,18,24,27,37,43,14
6,16,24,32,36,45,47,25
3,4,11,18,37,42,44,47
3,6,19,31,34,42,45,30
2,24,35,38,39,41,48,20
1,3,10,15,25,28,31,7
7,8,10,15,24,26,41,12
11,12,16,22,30,32,49,35
13,16,24,29,33,40,49,28
10,26,28,33,34,35,40,12
7,8,9,16,21,28,48,29
12,16,19,20,28,34,42,9
10,11,18,24,26,42,47,45
2,14,15,24,40,43,44,45
2,6,12,15,16,22,49,46
1,7,23,36,37,39,41,33
6,19,20,25,31,35,36,45
5,6,10,17,22,36,48,3
2,6,20,22,30,34,49,45
6,15,19,26,43,44,49,30
2,9,23,29,30,34,43,40
5,9,12,18,24,35,42,17
3,17,19,20,34,35,43,4
14,16,17,36,45,46,48,7
5,12,15,39,44,46,49,18
2,7,15,38,43,44,47,1
2,9,12,13,27,28,36,20
2,12,15,18,21,22,25,5
5,19,24,34,35,38,43,8
5,7,10,15,22,45,47,23
9,19,21,24,39,43,48,6
8,18,21,27,33,46,49,26
3,10,19,21,27,35,36,49
4,6,21,26,30,34,35,39
10,13,15,18,25,36,47,40
2,3,8,20,28,31,34,42
3,6,37,40,42,44,48,18
2,14,15,17,24,38,40,31
8,11,12,13,22,33,47,7
7,12,16,19,21,24,47,34
9,16,17,19,22,41,43,12
9,15,17,28,35,39,41,36
1,2,5,6,38,39,46,33
5,12,24,31,39,45,49,35
14,23,24,25,28,41,45,37
3,8,13,30,38,45,47,10
5,9,10,32,37,44,46,38
1,18,19,29,31,32,46,36
8,16,17,28,32,34,47,19
2,25,26,37,39,48,49,40
3,6,16,23,27,28,34,22
15,20,29,39,40,43,46,12
3,6,13,17,22,25,43,47
2,14,30,34,38,47,48,16
10,14,15,16,42,45,48,49
3,4,7,12,17,26,34,1
6,18,19,26,37,39,47,21
2,5,7,13,15,30,38,27
1,3,6,8,14,20,30,28
3,12,25,30,42,44,45,26
8,27,30,32,34,35,42,17
18,19,32,36,38,40,43,1
5,13,18,28,31,38,44,46
7,15,24,25,27,43,47,22
2,3,5,18,37,38,46,33
4,7,8,10,16,20,36,27
5,6,8,13,24,37,46,30
3,8,11,20,28,36,38,26
1,23,26,33,35,38,42,18
13,16,22,26,35,36,39,44
9,16,17,27,32,38,47,37
6,9,16,19,20,24,30,31
1,2,5,10,11,25,34,36
7,9,24,30,35,42,43,36
1,3,16,33,34,40,42,2
1,6,10,16,18,21,31,5
5,10,11,20,26,38,46,44
4,6,7,16,18,40,46,34
12,17,32,36,43,44,49,4
12,16,24,29,36,40,47,44
3,5,17,30,36,47,49,31
2,5,10,11,23,25,31,46
3,11,16,24,31,39,43,2
12,13,16,30,32,35,37,7
5,7,29,35,39,41,49,14
6,15,18,19,25,44,46,28
3,9,24,25,28,36,40,48
9,16,24,30,39,40,45,14
1,3,14,33,35,39,45,28
19,30,33,34,36,41,48,11
8,15,16,21,31,37,39,20
1,2,4,21,23,35,40,5
3,4,5,7,31,33,40,49
1,6,7,16,22,31,33,25
4,7,20,22,26,28,29,47
1,10,16,23,29,35,39,46
6,8,11,16,17,19,24,29
13,19,37,38,40,43,48,46
6,10,16,27,38,40,45,39
7,10,15,23,30,36,44,45
4,9,18,32,35,38,40,12
12,28,31,38,40,41,45,15
7,16,31,35,39,44,48,42
5,8,9,12,22,39,45,38
6,20,28,29,30,31,46,45
7,12,28,34,45,46,48,49
8,15,24,25,27,36,43,32
4,8,9,20,23,45,46,31
12,21,28,34,36,45,48,26
7,11,19,38,40,41,42,49
1,10,12,20,29,35,47,4
2,11,19,38,43,45,49,9
2,7,12,28,29,38,48,27
9,14,19,21,31,32,40,16
8,11,14,23,26,42,47,1
10,12,24,26,34,43,47,38
1,7,15,18,21,30,45,22
13,16,17,21,35,40,46,18
21,22,27,30,39,42,44,8
7,8,15,19,36,37,41,43
2,4,5,17,29,39,41,48
3,13,15,22,33,41,49,11
1,15,17,25,34,40,41,38
5,13,20,37,39,40,41,28
2,5,27,32,35,42,46,48
2,4,11,19,28,29,38,42
23,24,29,36,42,43,49,38
12,14,23,25,31,38,40,36
1,6,30,40,46,47,49,37
2,4,16,23,30,32,46,38
7,14,15,16,21,30,41,17
4,7,11,19,34,38,48,45
2,10,13,16,30,33,48,44
1,30,38,39,44,45,47,43
1,4,21,24,29,30,46,25
16,23,24,25,40,46,47,17
1,7,17,27,32,44,48,18
6,18,20,37,40,44,46,49
3,37,38,40,42,43,46,12
7,11,14,15,19,30,41,22
7,8,16,18,24,25,46,37
10,11,23,28,32,34,41,29
3,7,15,23,29,31,45,46
7,10,16,35,36,42,45,24
2,8,10,15,17,20,24,14
2,8,9,10,24,26,41,37
4,12,16,27,37,39,44,32
26,34,38,41,46,48,49,10
6,9,18,22,25,32,44,46
1,5,7,13,14,33,46,47
10,15,21,28,32,36,37,9
1,14,15,18,26,42,48,39
6,29,30,31,36,42,45,32
3,7,12,18,31,33,35,26
8,9,14,19,28,31,46,48
5,10,14,19,31,33,47,27
1,5,11,26,28,30,41,49
2,9,27,32,38,39,43,45
11,17,24,26,34,35,39,16
5,8,20,21,29,40,47,7
2,11,20,22,31,35,47,39
7,10,21,24,38,40,49,3
8,14,18,20,24,39,46,23
4,23,29,36,39,44,46,24
3,5,19,29,33,34,44,41
33,34,36,42,44,45,47,14
14,18,22,25,36,39,44,34
8,9,12,24,29,36,37,17
4,12,17,21,32,38,42,46
3,13,24,36,39,44,45,19
7,12,14,15,27,34,44,6
4,10,11,27,29,32,41,42
1,12,15,22,25,45,48,16
3,10,17,19,26,27,42,46
19,22,25,32,37,45,47,40
5,7,15,18,19,27,28,25
4,6,10,20,40,46,47,39
11,15,25,26,39,47,49,30
9,26,28,32,37,40,45,46
19,30,31,36,40,44,49,6
1,8,16,25,30,42,48,28
10,12,14,28,36,39,45,26
2,17,22,24,26,42,48,6
1,16,20,29,33,44,46,15
5,11,15,26,27,33,39,46
12,21,28,37,40,43,47,11
1,14,16,20,26,32,34,18
16,17,19,22,31,47,49,1
3,6,8,17,21,28,34,2
1,8,10,24,26,37,45,47
11,21,22,24,26,36,43,10
13,16,20,35,37,43,49,6
1,9,17,19,25,27,38,44
9,12,13,14,28,39,41,38
5,6,27,28,31,41,45,12
1,6,15,32,42,45,46,44
6,8,15,24,26,39,44,40
9,17,27,30,31,34,42,21
4,14,24,41,42,44,48,26
6,9,22,23,36,38,47,12
2,11,20,22,33,40,43,4
19,20,26,31,34,39,48,18
6,7,8,9,17,23,30,18
5,11,14,17,28,41,47,46
20,21,22,34,42,43,45,1
7,26,27,31,32,33,42,45
13,15,21,24,25,36,48,10
6,10,13,14,25,41,46,8
22,23,26,35,37,39,47,14
13,16,19,21,24,26,30,36
8,14,17,27,28,30,48,37
1,17,31,33,39,46,49,42
26,28,33,38,42,43,47,16
5,11,20,22,35,38,46,45
3,15,22,23,33,47,49,6
5,12,18,26,29,31,37,40
16,17,18,20,40,42,43,15
1,14,15,16,24,39,49,5
1,4,12,27,35,38,46,8
8,14,16,17,18,34,41,43
10,17,25,27,29,34,38,48
1,6,14,23,38,40,47,25
2,10,37,38,39,43,47,28
15,20,24,30,39,44,46,22
1,2,15,16,22,29,41,27
1,7,18,28,31,39,48,35
18,19,23,34,39,43,46,1
2,9,13,16,25,26,45,19
13,14,19,26,27,36,37,18
1,4,11,17,27,36,37,47
9,12,16,24,33,45,47,14
2,11,12,25,33,39,44,8
2,4,11,17,26,41,42,44
4,8,13,16,26,33,38,10
7,24,26,36,37,43,44,3
2,3,6,22,24,42,46,27
1,5,20,33,34,41,42,15
7,11,20,21,22,37,47,38
11,12,25,28,33,41,43,36
14,16,18,21,38,44,49,15
8,11,18,25,34,35,38,44
11,25,26,28,38,44,45,20
11,14,20,22,26,35,43,33
10,14,22,36,38,44,45,11
3,4,13,16,35,47,49,37
23,25,29,30,42,44,45,20
8,12,14,34,37,44,48,45
1,2,12,15,22,25,41,34
16,19,21,32,37,39,45,26
2,5,6,7,8,33,45,15
1,11,15,20,36,41,47,33
3,7,20,25,29,31,44,27
1,17,19,23,28,29,47,10
5,9,14,24,33,37,46,38
11,16,19,22,24,38,41,48
8,19,24,28,34,42,48,17
1,3,8,22,29,38,47,11
4,10,21,28,29,37,45,20
2,8,24,30,31,38,40,42
10,13,18,19,38,47,48,42
5,13,14,16,17,29,49,18
7,21,23,25,31,34,45,37
6,7,11,21,23,27,41,49
2,9,15,23,26,30,41,13
5,8,15,20,25,26,47,22
1,7,13,14,22,42,48,47
11,17,24,34,41,42,48,21
2,12,31,34,39,48,49,1
9,10,16,23,24,39,49,7
2,3,4,8,9,20,30,45
10,15,16,17,19,27,38,9
18,31,38,45,46,47,48,16
8,9,12,20,22,27,30,28
3,9,15,16,19,45,48,42
1,3,5,10,16,27,43,14
3,12,21,34,37,38,41,22
2,4,18,19,20,39,44,11
3,5,7,11,13,20,29,30
12,17,22,27,28,29,35,43
2,9,18,33,36,40,49,38
9,11,23,33,35,36,42,6
8,11,14,17,26,30,36,48
6,8,12,19,20,25,49,18
1,4,5,22,25,32,34,27
1,11,20,32,41,42,44,47
3,5,17,23,28,43,46,29
3,10,16,28,31,38,47,20
18,23,28,37,44,45,47,9
12,25,27,29,34,44,45,7
2,11,17,18,22,25,39,3
7,10,13,19,24,31,41,1
4,13,23,30,31,37,43,32
11,22,28,33,39,43,47,23
1,11,15,16,20,29,39,32
8,9,11,17,37,39,41,19
6,14,16,22,30,42,45,35
1,8,9,22,29,30,32,17
7,18,29,30,41,45,46,40
1,12,18,19,21,24,41,15
7,12,15,23,35,43,49,19
13,24,29,31,35,36,42,37
13,18,20,26,32,35,47,12
7,25,26,28,32,36,37,2
13,17,24,32,33,44,45,48
5,14,22,23,35,40,49,43
6,19,24,25,36,37,39,17
3,8,9,24,28,31,44,32
7,8,13,19,23,32,40,9
9,18,25,30,39,40,43,5
1,8,16,19,26,34,41,10
1,3,13,15,28,36,49,14
13,27,34,36,38,45,50,18
14,23,28,29,30,33,48,9
2,12,14,15,26,34,39,48
9,11,17,19,35,36,43,28
3,8,14,15,24,33,48,4
5,9,23,29,30,31,37,34
15,16,33,36,38,43,49,4
3,5,10,18,26,33,46,49
10,20,24,25,32,39,46,15
6,11,16,18,23,26,40,45
3,21,29,37,40,43,44,38
1,3,11,13,19,22,46,31
20,31,35,36,39,42,44,23
3,9,25,26,28,34,38,36
9,15,26,36,39,41,47,37
4,16,21,32,44,45,50,26
4,5,24,25,43,44,50,41
5,9,33,36,39,41,44,27
5,6,8,15,22,46,47,31
22,24,25,26,29,32,46,20
10,25,31,34,36,39,45,9
11,20,23,24,26,41,44,38
11,15,17,20,24,25,50,30
1,15,21,29,30,31,33,5
3,13,19,25,28,30,37,1
1,4,8,28,32,36,43,40
7,11,36,37,38,43,46,26
11,16,17,20,42,44,50,31
4,11,20,22,37,44,49,13
4,8,13,23,25,33,39,17
6,29,34,39,42,47,50,22
9,11,15,19,20,35,41,28
4,21,23,39,40,42,50,17
16,17,31,34,36,39,41,10
2,3,5,12,21,22,37,19
9,17,21,23,36,41,48,12
2,16,21,33,39,42,47,1
2,20,21,30,31,39,45,18
1,2,16,21,23,25,28,48
10,12,19,22,25,32,42,39
1,3,20,21,27,28,44,43
6,11,25,31,36,41,49,47
2,9,16,17,21,22,32,38
2,23,24,29,40,48,49,18
6,31,33,34,43,44,46,22
1,2,32,37,38,39,45,16
18,23,31,32,36,38,43,27
2,6,13,19,21,32,40,12
6,12,20,24,40,42,47,44
3,19,22,30,32,37,40,20
8,15,21,28,29,30,39,23
7,22,25,26,35,41,45,3
8,12,23,25,29,43,46,13
8,12,16,30,38,48,50,14
4,29,30,37,38,43,44,15
2,9,10,22,31,35,49,30
1,4,20,33,44,45,49,47
9,21,30,33,38,39,46,48
5,13,14,21,36,37,43,40
5,7,14,23,24,46,47,11
1,4,9,15,18,24,31,43
9,15,35,41,42,45,46,43
6,8,13,27,41,46,47,39
11,17,29,33,39,40,42,48
6,18,21,30,31,34,38,1
3,4,7,19,44,48,49,8
4,6,18,27,28,30,40,13
7,9,19,20,26,32,35,49
5,7,14,21,26,34,49,31
19,20,23,31,37,46,48,50
2,9,11,29,33,39,44,15
2,8,20,21,29,34,37,41
8,27,30,44,46,47,50,32
1,4,8,10,12,17,41,19
3,10,13,19,21,45,49,12
4,6,12,30,32,33,34,29
4,5,9,19,28,34,44,8
7,12,16,26,40,45,49,20
4,6,9,15,22,24,28,44
1,7,9,28,38,48,50,13
8,9,37,38,40,43,49,28
2,11,22,25,32,40,44,27
1,5,6,24,27,28,32,38
4,15,16,17,35,46,50,13
6,12,19,27,30,32,44,18
7,18,22,26,35,41,50,11
2,9,29,30,31,35,37,19
5,8,9,28,32,48,50,40
1,21,34,38,39,40,46,24
1,2,5,11,20,30,39,27
1,2,16,32,44,46,50,6
3,22,37,39,41,43,44,20
9,17,22,33,36,45,46,41
9,21,26,28,30,37,44,31
18,24,25,30,31,33,48,27
8,16,19,22,28,31,38,25
7,10,11,24,39,43,48,23
17,20,27,29,37,39,41,10
7,22,26,35,46,47,49,19
5,11,15,18,20,24,46,37
3,9,21,35,44,47,48,23
17,18,27,38,39,40,47,24
9,20,21,22,25,26,37,3
3,4,21,33,38,44,45,32
11,12,22,33,37,48,49,41
8,14,31,36,39,46,47,20
2,3,6,13,37,42,46,19
3,12,17,22,29,31,48,8
1,3,22,30,31,37,40,6
1,16,24,28,30,31,47,25
1,8,15,16,32,39,40,31
5,12,15,23,26,38,41,45
9,11,14,21,22,24,41,10
7,30,32,40,47,48,50,16
3,4,10,11,26,28,40,31
3,12,25,36,37,42,49,9
8,9,19,26,27,31,46,48
2,15,21,29,40,47,50,35
3,9,10,14,15,19,20,25
5,9,10,25,27,29,38,31
5,7,22,29,32,37,39,3
9,16,17,18,21,22,27,31
7,14,15,35,36,49,50,11
2,9,10,35,41,42,47,40
21,27,30,32,33,36,46,38
4,7,14,37,48,49,50,28
14,17,20,34,38,45,49,5
21,24,26,31,36,48,49,39
2,27,30,39,44,45,49,17
2,11,14,21,23,34,36,5
5,6,36,39,40,46,48,34
10,13,14,24,28,47,48,12
8,18,20,24,31,37,39,34
7,25,30,35,38,40,49,27
11,12,21,27,32,43,49,15
3,11,24,25,29,32,42,16
13,23,26,27,28,38,47,36
9,14,16,33,39,46,49,38
3,21,22,26,28,44,49,34
17,21,27,32,45,46,49,19
9,16,19,24,27,34,40,7
7,18,22,35,37,43,45,44
4,7,8,22,24,30,49,42
9,26,30,35,37,42,50,47
14,17,25,27,31,32,34,20
1,13,14,17,25,28,41,43
5,6,7,17,26,29,42,38
4,6,7,10,17,27,44,40
2,8,16,17,19,26,42,41
2,10,11,17,19,32,42,41
7,13,18,30,33,37,41,6
1,5,17,18,38,41,48,13
2,8,10,14,21,36,40,17
2,11,19,33,44,45,47,42
12,26,28,32,41,43,50,49
14,17,20,24,25,38,48,11
7,11,13,30,38,40,43,45
5,16,19,21,23,31,36,46
2,10,18,19,25,42,48,21
4,8,15,39,40,42,48,5
2,5,8,18,23,31,35,43
5,13,28,35,41,49,50,34
4,8,11,14,15,34,45,7
3,6,10,26,29,35,45,30
17,24,27,33,38,41,48,39
11,28,38,40,43,45,48,33
5,8,31,36,41,42,43,39
1,2,4,10,27,33,45,31
3,11,23,26,31,42,50,24
9,10,13,25,41,47,49,36
1,24,26,29,30,45,50,5
2,6,21,31,34,39,45,33
5,16,18,33,37,38,39,35
1,14,17,20,28,32,38,6
14,18,19,32,35,38,41,27
14,15,24,43,44,48,49,47
4,5,9,15,24,36,48,50
4,12,18,19,22,25,44,43
5,12,13,32,36,40,48,49
7,8,13,21,35,38,45,15
2,13,15,19,38,39,46,34
13,17,24,26,33,46,48,27
2,6,12,13,17,36,48,25
11,21,32,33,38,40,44,19
10,14,25,26,38,41,50,49
6,14,35,37,40,43,46,19
6,17,22,23,32,37,47,13
10,13,18,33,36,45,47,22
7,11,22,28,33,44,49,10
11,14,15,24,34,43,47,36
2,8,12,13,14,36,43,29
20,21,25,33,38,44,45,22
1,9,14,24,26,37,42,29
2,3,16,28,31,42,47,12
6,20,21,28,38,43,47,40
7,18,22,40,44,46,50,5
6,9,11,19,24,38,46,18
5,6,25,31,32,44,48,39
5,9,18,27,32,38,40,34
3,18,19,24,26,27,45,20
14,15,20,32,35,38,50,46
1,8,17,21,35,39,46,31
1,23,27,33,39,45,49,40
2,14,27,30,31,35,43,38
7,11,14,26,27,29,36,2
1,3,4,11,19,24,42,27
7,10,11,19,22,30,37,18
1,13,19,27,42,49,50,32
15,16,18,19,22,44,47,28
1,19,28,29,31,33,43,17
2,14,24,25,35,44,45,11
30,32,33,34,37,45,49,25
12,22,25,30,37,38,45,2
2,4,16,24,25,27,49,29
5,6,12,28,29,36,46,40
2,7,8,26,30,43,48,25
8,15,25,27,33,39,44,20
5,12,15,23,28,38,39,46
3,7,16,22,29,31,42,15
6,9,23,25,31,36,48,30
9,29,30,36,42,46,49,47
11,17,19,22,27,31,40,38
3,13,14,20,30,45,49,35
1,5,10,18,20,40,42,47
1,6,12,21,34,37,47,20
2,5,10,11,14,23,33,47
4,12,16,17,33,36,44,2
1,2,23,32,35,36,45,28
17,24,27,34,38,42,48,19
9,11,20,22,33,36,46,49
26,37,42,44,46,49,50,24
11,21,23,25,28,41,43,10
23,31,34,38,40,45,50,41
5,23,31,35,36,37,43,13
4,12,13,15,18,30,50,34
4,21,24,25,26,27,42,8
1,16,21,24,35,37,39,45
18,21,28,29,31,32,49,38
6,26,32,37,38,39,46,7
5,6,13,16,31,32,35,36
7,17,20,22,31,36,48,34
3,8,9,20,22,36,50,25
6,22,25,42,43,45,48,47
12,13,14,31,35,39,50,48
2,18,20,22,34,43,48,7
1,2,3,14,17,19,41,30
4,9,14,18,24,30,45,3
1,7,8,19,32,38,39,47
3,6,7,10,25,30,37,9
2,10,12,18,19,21,34,33
3,5,11,17,26,42,49,27
9,12,13,22,25,35,47,24
5,23,34,35,46,47,50,10
4,7,14,18,26,40,42,12
4,8,25,27,32,33,34,16
2,23,27,34,43,46,49,44
12,17,29,30,38,40,50,16
3,6,19,23,26,28,43,46
1,9,25,35,41,43,50,40
12,14,23,25,39,40,44,24
2,24,27,31,40,43,46,13
3,19,33,36,39,40,42,44
7,23,28,31,32,39,40,2
10,18,21,22,37,40,46,25
9,14,36,37,38,40,48,26
10,12,13,26,29,39,46,23
15,17,21,24,28,32,43,27
9,10,11,20,24,31,48,36
2,13,24,34,39,40,46,23
9,10,14,32,35,36,46,47
1,2,15,18,29,32,36,9
16,22,28,30,41,46,47,10
8,17,21,31,34,37,39,7
5,8,12,23,39,41,48,50
3,11,22,26,29,46,48,28
9,13,14,19,37,43,50,4
5,20,26,33,35,46,48,17
1,2,9,21,32,33,43,36
4,10,28,36,40,44,47,19
16,19,25,26,27,33,45,38
7,16,19,33,36,48,49,5
4,5,15,18,22,28,32,19
7,14,17,18,19,23,41,16
3,8,9,15,21,27,31,33
1,9,19,34,37,39,49,6
6,9,17,19,31,34,46,4
4,7,12,18,29,47,49,48
8,11,15,16,26,29,40,37
7,12,14,18,46,47,49,19
12,29,33,35,38,41,46,13
1,11,13,14,25,36,47,50
8,19,22,41,42,46,47,10
3,9,17,19,20,44,50,28
2,4,5,22,32,40,50,43
1,10,12,21,30,39,40,38
11,17,18,25,36,41,50,34
8,14,16,17,19,22,24,23
6,13,17,20,28,36,44,31
2,16,17,21,38,43,45,42
6,13,23,27,35,44,50,37
4,9,21,22,27,31,34,5
12,26,30,31,35,39,45,22
5,6,20,29,42,44,47,14
10,35,38,40,45,47,48,23
2,22,37,38,39,42,47,30
6,15,18,19,20,27,28,24
3,6,11,18,19,28,41,26
6,11,22,24,27,29,33,31
8,9,19,32,37,46,48,45
3,10,15,31,35,38,42,22
13,14,23,30,34,36,42,33
1,6,10,27,42,45,50,43
1,6,18,21,30,32,37,35
3,5,7,19,32,34,50,25
1,2,14,15,21,26,29,4
14,24,34,39,43,48,50,20
7,10,18,29,38,43,50,41
7,17,32,34,39,45,47,42
3,7,16,18,27,32,37,17
14,16,20,26,33,36,48,1
5,7,12,18,26,29,46,25
3,7,12,17,23,38,40,27
5,7,12,22,28,43,47,1
10,12,13,18,25,26,37,39
2,4,14,18,24,46,47,23
5,6,28,36,40,46,50,27
2,4,17,28,35,44,46,5
3,13,26,27,28,36,45,50
2,3,8,11,12,37,49,36
19,26,28,36,40,42,48,6
1,10,12,30,33,34,36,4
16,29,32,34,38,39,47,18
5,15,19,22,37,46,47,1
9,14,24,26,29,39,49,42
3,7,8,10,34,43,47,16
11,13,18,20,23,30,40,37
10,14,21,26,28,36,50,41
2,15,25,28,30,35,38,31
2,4,7,10,14,21,34,26
1,3,24,25,27,36,47,12
4,5,31,39,42,45,50,11
7,8,13,20,25,26,48,36
3,6,9,25,30,36,42,34
1,11,13,17,42,45,49,23
8,16,19,25,30,33,47,10
2,3,4,13,21,35,38,50
1,2,13,15,20,21,45,8
2,6,22,23,28,30,42,43
8,9,11,23,25,32,34,20
3,4,8,10,38,43,47,18
4,12,15,22,36,44,46,33
1,18,25,26,30,34,39,20
2,24,25,28,36,37,46,26
7,13,30,34,37,38,42,35
2,23,28,30,31,33,37,50
9,14,15,19,45,47,50,33
7,12,15,16,35,45,48,10
4,6,16,19,29,31,44,22
5,7,9,10,19,24,40,18
22,23,25,26,35,40,44,33
6,17,25,28,30,34,36,15
4,15,16,17,23,27,47,1
3,18,19,21,25,46,50,22
2,7,15,16,18,19,25,35
8,17,20,23,28,31,33,45
5,6,12,28,33,41,47,1
4,17,20,23,25,27,41,0
1,7,10,15,30,34,47,29
2,12,19,26,34,44,46,41
3,7,13,20,22,25,47,23
12,13,19,26,33,39,43,2
4,7,13,20,24,30,48,5
1,2,11,27,31,35,44,18
6,7,9,12,13,32,37,15
15,22,25,29,30,31,34,18
8,20,23,26,38,45,47,33
1,7,15,30,36,37,46,14
13,17,19,22,26,28,40,20
7,12,17,18,37,38,45,40
2,7,12,19,38,42,50,39
1,7,29,36,40,42,50,35
13,15,20,29,31,48,49,18
7,8,23,28,29,31,37,43
7,19,22,34,44,46,49,26
2,11,16,21,32,44,47,13
2,13,26,28,30,43,46,24
4,17,26,28,29,41,48,16
15,16,17,18,43,44,48,50
4,8,14,25,28,40,41,6
2,4,5,15,29,40,49,42
3,11,23,27,39,44,48,17
5,16,23,24,31,40,48,3
